1.000000e-04  1.000000e+00  1.643700e+03  1.612700e+03 1.612700e+03  1.612700e+03 1.643700e+03  1.612700e+03
1.000000e-04  1.890000e+00  1.643700e+03  1.612700e+03 1.612700e+03  1.612700e+03 1.643700e+03  1.612700e+03
1.000000e-04  2.780000e+00  1.643700e+03  1.612700e+03 1.612700e+03  1.612700e+03 1.643700e+03  1.612700e+03
1.000000e-04  3.670000e+00  1.643700e+03  1.612700e+03 1.612700e+03  1.612700e+03 1.643700e+03  1.612700e+03
1.000000e-04  4.560000e+00  1.643700e+03  1.612700e+03 1.612700e+03  1.612700e+03 1.643700e+03  1.612700e+03
1.000000e-04  5.450000e+00  1.704124e+03  1.672668e+03 1.672668e+03  1.672668e+03 1.704124e+03  1.672668e+03
1.000000e-04  6.340000e+00  1.814331e+03  1.782063e+03 1.782063e+03  1.782063e+03 1.814331e+03  1.782063e+03
1.000000e-04  7.230000e+00  1.914432e+03  1.881448e+03 1.881448e+03  1.881448e+03 1.914432e+03  1.881448e+03
1.000000e-04  8.120000e+00  2.006389e+03  1.972763e+03 1.972763e+03  1.972763e+03 2.006389e+03  1.972763e+03
1.000000e-04  9.010000e+00  2.091617e+03  2.057408e+03 2.057408e+03  2.057408e+03 2.091617e+03  2.057408e+03
1.000000e-04  9.900000e+00  2.171177e+03  2.136434e+03 2.136434e+03  2.136434e+03 2.171177e+03  2.136434e+03
1.000000e-04  1.079000e+01  2.245669e+03  2.210486e+03 2.210486e+03  2.210486e+03 2.245669e+03  2.210486e+03
1.000000e-04  1.168000e+01  2.316049e+03  2.280464e+03 2.280464e+03  2.280464e+03 2.316049e+03  2.280464e+03
1.000000e-04  1.257000e+01  2.382851e+03  2.346891e+03 2.346891e+03  2.346891e+03 2.382851e+03  2.346891e+03
1.000000e-04  1.346000e+01  2.446484e+03  2.410171e+03 2.410171e+03  2.410171e+03 2.446484e+03  2.410171e+03
1.000000e-04  1.435000e+01  2.507284e+03  2.470639e+03 2.470639e+03  2.470639e+03 2.507284e+03  2.470639e+03
1.000000e-04  1.524000e+01  2.565538e+03  2.528579e+03 2.528579e+03  2.528579e+03 2.565538e+03  2.528579e+03
1.000000e-04  1.613000e+01  2.621485e+03  2.584228e+03 2.584228e+03  2.584228e+03 2.621485e+03  2.584228e+03
1.000000e-04  1.702000e+01  2.675333e+03  2.637793e+03 2.637793e+03  2.637793e+03 2.675333e+03  2.637793e+03
1.000000e-04  1.791000e+01  2.727260e+03  2.689449e+03 2.689449e+03  2.689449e+03 2.727260e+03  2.689449e+03
1.000000e-04  1.880000e+01  2.777422e+03  2.739353e+03 2.739353e+03  2.739353e+03 2.777422e+03  2.739353e+03
1.000000e-04  1.969000e+01  2.825955e+03  2.787639e+03 2.787639e+03  2.787639e+03 2.825955e+03  2.787639e+03
1.000000e-04  2.058000e+01  2.871538e+03  2.833002e+03 2.833002e+03  2.833002e+03 2.871538e+03  2.833002e+03
1.000000e-04  2.147000e+01  2.915001e+03  2.876262e+03 2.876262e+03  2.876262e+03 2.915001e+03  2.876262e+03
1.000000e-04  2.236000e+01  2.957217e+03  2.918283e+03 2.918283e+03  2.918283e+03 2.957217e+03  2.918283e+03
1.000000e-04  2.325000e+01  2.998269e+03  2.959147e+03 2.959147e+03  2.959147e+03 2.998269e+03  2.959147e+03
1.000000e-04  2.414000e+01  3.038230e+03  2.998927e+03 2.998927e+03  2.998927e+03 3.038230e+03  2.998927e+03
1.000000e-04  2.503000e+01  3.077167e+03  3.037688e+03 3.037688e+03  3.037688e+03 3.077167e+03  3.037688e+03
1.000000e-04  2.592000e+01  3.115140e+03  3.075491e+03 3.075491e+03  3.075491e+03 3.115140e+03  3.075491e+03
1.000000e-04  2.681000e+01  3.152204e+03  3.112391e+03 3.112391e+03  3.112391e+03 3.152204e+03  3.112391e+03
1.000000e-04  2.770000e+01  3.188409e+03  3.148436e+03 3.148436e+03  3.148436e+03 3.188409e+03  3.148436e+03
1.000000e-04  2.859000e+01  3.223801e+03  3.183673e+03 3.183673e+03  3.183673e+03 3.223801e+03  3.183673e+03
1.000000e-04  2.948000e+01  3.258422e+03  3.218144e+03 3.218144e+03  3.218144e+03 3.258422e+03  3.218144e+03
1.000000e-04  3.037000e+01  3.292311e+03  3.251886e+03 3.251886e+03  3.251886e+03 3.292311e+03  3.251886e+03
1.000000e-04  3.126000e+01  3.325503e+03  3.284935e+03 3.284935e+03  3.284935e+03 3.325503e+03  3.284935e+03
1.000000e-04  3.215000e+01  3.358032e+03  3.317325e+03 3.317325e+03  3.317325e+03 3.358032e+03  3.317325e+03
1.000000e-04  3.304000e+01  3.389928e+03  3.349085e+03 3.349085e+03  3.349085e+03 3.389928e+03  3.349085e+03
1.000000e-04  3.393000e+01  3.421219e+03  3.380245e+03 3.380245e+03  3.380245e+03 3.421219e+03  3.380245e+03
1.000000e-04  3.482000e+01  3.451932e+03  3.410829e+03 3.410829e+03  3.410829e+03 3.451932e+03  3.410829e+03
1.000000e-04  3.571000e+01  3.482092e+03  3.440863e+03 3.440863e+03  3.440863e+03 3.482092e+03  3.440863e+03
1.000000e-04  3.660000e+01  3.511722e+03  3.470369e+03 3.470369e+03  3.470369e+03 3.511722e+03  3.470369e+03
1.000000e-04  3.749000e+01  3.540843e+03  3.499370e+03 3.499370e+03  3.499370e+03 3.540843e+03  3.499370e+03
1.000000e-04  3.838000e+01  3.569475e+03  3.527884e+03 3.527884e+03  3.527884e+03 3.569475e+03  3.527884e+03
1.000000e-04  3.927000e+01  3.597638e+03  3.555931e+03 3.555931e+03  3.555931e+03 3.597638e+03  3.555931e+03
1.000000e-04  4.016000e+01  3.624985e+03  3.583167e+03 3.583167e+03  3.583167e+03 3.624985e+03  3.583167e+03
1.000000e-04  4.105000e+01  3.650249e+03  3.608332e+03 3.608332e+03  3.608332e+03 3.650249e+03  3.608332e+03
1.000000e-04  4.194000e+01  3.675119e+03  3.633106e+03 3.633106e+03  3.633106e+03 3.675119e+03  3.633106e+03
1.000000e-04  4.283000e+01  3.699610e+03  3.657501e+03 3.657501e+03  3.657501e+03 3.699610e+03  3.657501e+03
1.000000e-04  4.372000e+01  3.723734e+03  3.681532e+03 3.681532e+03  3.681532e+03 3.723734e+03  3.681532e+03
1.000000e-04  4.461000e+01  3.747504e+03  3.705211e+03 3.705211e+03  3.705211e+03 3.747504e+03  3.705211e+03
1.000000e-04  4.550000e+01  3.770932e+03  3.728550e+03 3.728550e+03  3.728550e+03 3.770932e+03  3.728550e+03
1.000000e-04  4.639000e+01  3.794030e+03  3.751560e+03 3.751560e+03  3.751560e+03 3.794030e+03  3.751560e+03
1.000000e-04  4.728000e+01  3.816808e+03  3.774251e+03 3.774251e+03  3.774251e+03 3.816808e+03  3.774251e+03
1.000000e-04  4.817000e+01  3.839277e+03  3.796635e+03 3.796635e+03  3.796635e+03 3.839277e+03  3.796635e+03
1.000000e-04  4.906000e+01  3.861445e+03  3.818720e+03 3.818720e+03  3.818720e+03 3.861445e+03  3.818720e+03
1.000000e-04  4.995000e+01  3.883324e+03  3.840516e+03 3.840516e+03  3.840516e+03 3.883324e+03  3.840516e+03
1.000000e-04  5.084000e+01  3.904920e+03  3.862032e+03 3.862032e+03  3.862032e+03 3.904920e+03  3.862032e+03
1.000000e-04  5.173000e+01  3.926243e+03  3.883275e+03 3.883275e+03  3.883275e+03 3.926243e+03  3.883275e+03
1.000000e-04  5.262000e+01  3.947301e+03  3.904255e+03 3.904255e+03  3.904255e+03 3.947301e+03  3.904255e+03
1.000000e-04  5.351000e+01  3.968101e+03  3.924978e+03 3.924978e+03  3.924978e+03 3.968101e+03  3.924978e+03
1.000000e-04  5.440000e+01  3.988650e+03  3.945451e+03 3.945451e+03  3.945451e+03 3.988650e+03  3.945451e+03
1.000000e-04  5.529000e+01  4.008956e+03  3.965682e+03 3.965682e+03  3.965682e+03 4.008956e+03  3.965682e+03
1.000000e-04  5.618000e+01  4.029025e+03  3.985678e+03 3.985678e+03  3.985678e+03 4.029025e+03  3.985678e+03
1.000000e-04  5.707000e+01  4.048863e+03  4.005444e+03 4.005444e+03  4.005444e+03 4.048863e+03  4.005444e+03
1.000000e-04  5.796000e+01  4.068478e+03  4.024986e+03 4.024986e+03  4.024986e+03 4.068478e+03  4.024986e+03
