"{0.02, -0.00811058519208321}","{0.03950000000000001, -0.016018405754364338}","{0.05900000000000001, -0.023926226316645472}","{0.07850000000000001, -0.03183404687892661}","{0.09800000000000002, -0.03974186744120772}","{0.11750000000000002, -0.04764968800348886}","{0.137, -0.05555750856576999}","{0.1565, -0.06346532912805111}","{0.17600000000000002, -0.07137314969033226}","{0.19550000000000003, -0.07928097025261337}","{0.21500000000000002, -0.08718879081489449}","{0.23450000000000001, -0.09509661137717564}","{0.25400000000000006, -0.10300443193945678}","{0.2735000000000001, -0.11091225250173792}","{0.29300000000000004, -0.118820073064019}","{0.31250000000000006, -0.12672789362630016}","{0.3320000000000001, -0.13463571418858128}","{0.3515000000000001, -0.14254353475086243}","{0.3710000000000001, -0.15045135531314355}","{0.39050000000000007, -0.15835917587542467}","{0.4100000000000001, -0.1662669964377058}","{0.4295000000000001, -0.17417481699998694}","{0.44900000000000007, -0.18208263756226803}","{0.4685000000000001, -0.18999045812454918}","{0.4880000000000001, -0.19789827868683033}","{0.5075000000000001, -0.20580609924911145}","{0.5270000000000001, -0.21371391981139262}","{0.5465000000000001, -0.22162174037367374}","{0.5660000000000001, -0.22952956093595483}","{0.5855000000000001, -0.237437381498236}","{0.6050000000000001, -0.24534520206051713}","{0.6245000000000002, -0.25325302262279825}","{0.6440000000000001, -0.2611608431850794}","{0.6635000000000001, -0.2690686637473605}","{0.6830000000000002, -0.2769764843096416}","{0.7025000000000001, -0.28488430487192273}","{0.7220000000000002, -0.2927921254342039}","{0.7415000000000002, -0.30069994599648503}","{0.7610000000000001, -0.3086077665587661}","{0.7805000000000002, -0.3165155871210473}","{0.8000000000000002, -0.32442340768332845}"
"{0.02, -0.009732702230499853}","{0.03950000000000001, -0.019222086905237204}","{0.05900000000000001, -0.028711471579974564}","{0.07850000000000001, -0.03820085625471193}","{0.09800000000000002, -0.04769024092944927}","{0.11750000000000002, -0.05717962560418663}","{0.137, -0.06666901027892398}","{0.1565, -0.07615839495366133}","{0.17600000000000002, -0.08564777962839872}","{0.19550000000000003, -0.09513716430313604}","{0.21500000000000002, -0.10462654897787338}","{0.23450000000000001, -0.11411593365261076}","{0.25400000000000006, -0.12360531832734814}","{0.2735000000000001, -0.1330947030020855}","{0.29300000000000004, -0.1425840876768228}","{0.31250000000000006, -0.15207347235156018}","{0.3320000000000001, -0.16156285702629752}","{0.3515000000000001, -0.17105224170103492}","{0.3710000000000001, -0.18054162637577226}","{0.39050000000000007, -0.1900310110505096}","{0.4100000000000001, -0.19952039572524694}","{0.4295000000000001, -0.20900978039998433}","{0.44900000000000007, -0.21849916507472164}","{0.4685000000000001, -0.227988549749459}","{0.4880000000000001, -0.23747793442419637}","{0.5075000000000001, -0.2469673190989337}","{0.5270000000000001, -0.25645670377367114}","{0.5465000000000001, -0.2659460884484085}","{0.5660000000000001, -0.2754354731231458}","{0.5855000000000001, -0.2849248577978832}","{0.6050000000000001, -0.29441424247262055}","{0.6245000000000002, -0.3039036271473579}","{0.6440000000000001, -0.3133930118220953}","{0.6635000000000001, -0.3228823964968326}","{0.6830000000000002, -0.3323717811715699}","{0.7025000000000001, -0.34186116584630727}","{0.7220000000000002, -0.3513505505210447}","{0.7415000000000002, -0.360839935195782}","{0.7610000000000001, -0.3703293198705193}","{0.7805000000000002, -0.3798187045452568}","{0.8000000000000002, -0.3893080892199941}"
"{0.02, -0.004325645435777711}","{0.03950000000000001, -0.008543149735660982}","{0.05900000000000001, -0.012760654035544251}","{0.07850000000000001, -0.016978158335427523}","{0.09800000000000002, -0.021195662635310798}","{0.11750000000000002, -0.025413166935194062}","{0.137, -0.02963067123507733}","{0.1565, -0.033848175534960605}","{0.17600000000000002, -0.03806567983484388}","{0.19550000000000003, -0.04228318413472715}","{0.21500000000000002, -0.04650068843461041}","{0.23450000000000001, -0.05071819273449366}","{0.25400000000000006, -0.054935697034376944}","{0.2735000000000001, -0.05915320133426022}","{0.29300000000000004, -0.06337070563414349}","{0.31250000000000006, -0.06758820993402676}","{0.3320000000000001, -0.07180571423391004}","{0.3515000000000001, -0.07602321853379329}","{0.3710000000000001, -0.0802407228336766}","{0.39050000000000007, -0.08445822713355984}","{0.4100000000000001, -0.08867573143344311}","{0.4295000000000001, -0.09289323573332639}","{0.44900000000000007, -0.09711074003320963}","{0.4685000000000001, -0.10132824433309291}","{0.4880000000000001, -0.1055457486329762}","{0.5075000000000001, -0.10976325293285945}","{0.5270000000000001, -0.11398075723274276}","{0.5465000000000001, -0.11819826153262598}","{0.5660000000000001, -0.12241576583250927}","{0.5855000000000001, -0.12663327013239253}","{0.6050000000000001, -0.13085077443227586}","{0.6245000000000002, -0.13506827873215907}","{0.6440000000000001, -0.13928578303204234}","{0.6635000000000001, -0.1435032873319256}","{0.6830000000000002, -0.14772079163180887}","{0.7025000000000001, -0.15193829593169217}","{0.7220000000000002, -0.15615580023157546}","{0.7415000000000002, -0.1603733045314587}","{0.7610000000000001, -0.16459080883134192}","{0.7805000000000002, -0.16880831313122524}","{0.8000000000000002, -0.1730258174311085}"
