"{0.0055, -0.3138520661776873}","{0.012225, -0.3084465597235333}","{0.01895, -0.30192356319568736}","{0.025675000000000003, -0.2969002449001462}","{0.032400000000000005, -0.29312740808410825}","{0.039125, -0.27841228013917346}","{0.04585, -0.25795747002229863}","{0.052575000000000004, -0.2415130176434663}","{0.059300000000000005, -0.22789275456799177}","{0.06602500000000001, -0.21635770653580275}","{0.07275000000000001, -0.2064194919495189}","{0.07947500000000002, -0.19773907424501044}","{0.08620000000000001, -0.19007242767043103}","{0.09292500000000002, -0.18323898736655098}","{0.09965000000000002, -0.17710125315305586}","{0.10637500000000003, -0.17154703382498665}","{0.11310000000000002, -0.16648805837823463}","{0.11982500000000001, -0.16185614663903442}","{0.12655000000000002, -0.15759560594048722}","{0.13327500000000003, -0.15365931701516553}","{0.14, -0.15000766519827569}"
"{0.0055, -0.38070916074005795}","{0.012225, -0.37307592228244624}","{0.01895, -0.36653190643847466}","{0.025675000000000003, -0.3607208531384144}","{0.032400000000000005, -0.35609201551601105}","{0.039125, -0.3524113599601227}","{0.04585, -0.3446402743140499}","{0.052575000000000004, -0.3226656018038398}","{0.059300000000000005, -0.3045139268058601}","{0.06602500000000001, -0.2891672844655947}","{0.07275000000000001, -0.2759545762936526}","{0.07947500000000002, -0.26441398531883936}","{0.08620000000000001, -0.25421597746457836}","{0.09292500000000002, -0.2451167634823535}","{0.09965000000000002, -0.2369318826314606}","{0.10637500000000003, -0.22951834604479354}","{0.11310000000000002, -0.2227637110831879}","{0.11982500000000001, -0.2165780148437778}","{0.12655000000000002, -0.21088701123519524}","{0.13327500000000003, -0.20562539242053246}","{0.14, -0.2007416356289838}"
"{0.0055, -0.2505386676222621}","{0.012225, -0.2447461245724264}","{0.01895, -0.2391315616410848}","{0.025675000000000003, -0.23514267489609442}","{0.032400000000000005, -0.22340437087853438}","{0.039125, -0.20402583591919382}","{0.04585, -0.18902422322950543}","{0.052575000000000004, -0.17693684078245436}","{0.059300000000000005, -0.1669159339967501}","{0.06602500000000001, -0.1584290017534008}","{0.07275000000000001, -0.15112141623403763}","{0.07947500000000002, -0.14474659189695113}","{0.08620000000000001, -0.1391244866143741}","{0.09292500000000002, -0.13411464256674446}","{0.09965000000000002, -0.1296144543731503}","{0.10637500000000003, -0.1255445687677702}","{0.11310000000000002, -0.12184047465831604}","{0.11982500000000001, -0.11842052594456708}","{0.12655000000000002, -0.11481809066181026}","{0.13327500000000003, -0.11147426793475848}","{0.14, -0.10835817789451958}"
