"{0.0055, -0.3139723670518478}","{0.012225, -0.3090587164225376}","{0.01895, -0.30275505862967217}","{0.025675000000000003, -0.2978800955351625}","{0.032400000000000005, -0.29422963289234505}","{0.039125, -0.2794610300169181}","{0.04585, -0.2588402344661964}","{0.052575000000000004, -0.24226243378866721}","{0.059300000000000005, -0.22854108928871036}","{0.06602500000000001, -0.21692965624184374}","{0.07275000000000001, -0.2069326480901396}","{0.07947500000000002, -0.19820781116751157}","{0.08620000000000001, -0.19050665996986213}","{0.09292500000000002, -0.18364452301560436}","{0.09965000000000002, -0.17748174209368844}","{0.10637500000000003, -0.17190598364950938}","{0.11310000000000002, -0.1668286060107824}","{0.11982500000000001, -0.1621805099001045}","{0.12655000000000002, -0.15790527969939117}","{0.13327500000000003, -0.15395542095372364}","{0.14, -0.15029136027388385}"
"{0.0055, -0.3807313497857119}","{0.012225, -0.37366132915449685}","{0.01895, -0.3673992251551354}","{0.025675000000000003, -0.36176608156131823}","{0.032400000000000005, -0.35727353891709207}","{0.039125, -0.35371168296281547}","{0.04585, -0.3459817455059958}","{0.052575000000000004, -0.3238328259211343}","{0.059300000000000005, -0.3055317150700896}","{0.06602500000000001, -0.29006151545668357}","{0.07275000000000001, -0.2767500109656052}","{0.07947500000000002, -0.26513104470007187}","{0.08620000000000001, -0.2548691315467281}","{0.09292500000000002, -0.2457185535297067}","{0.09965000000000002, -0.2374926943891657}","{0.10637500000000003, -0.230045638967451}","{0.11310000000000002, -0.22326225119377366}","{0.11982500000000001, -0.21705111551324935}","{0.12655000000000002, -0.21133708056522713}","{0.13327500000000003, -0.2060552689991643}","{0.14, -0.20115369624472104}"
"{0.0055, -0.2507253588095729}","{0.012225, -0.24531124753652925}","{0.01895, -0.2398678045025885}","{0.025675000000000003, -0.23600274259647397}","{0.032400000000000005, -0.2242486981874069}","{0.039125, -0.2047127307944797}","{0.04585, -0.18959155716330142}","{0.052575000000000004, -0.17741921793036874}","{0.059300000000000005, -0.1673364346216855}","{0.06602500000000001, -0.15880511769345448}","{0.07275000000000001, -0.15146478239436723}","{0.07947500000000002, -0.14506346659363986}","{0.08620000000000001, -0.1394188095308768}","{0.09292500000000002, -0.13439037631288372}","{0.09965000000000002, -0.12987439269303097}","{0.10637500000000003, -0.12579047456418455}","{0.11310000000000002, -0.12207364720310654}","{0.11982500000000001, -0.11864203485385427}","{0.12655000000000002, -0.11502590959088176}","{0.13327500000000003, -0.11166945305021209}","{0.14, -0.10854150632374458}"
