0.286	2.833	0.25	0.356	0.134	0.059	0.024
0.242	1.933	0.35	0.418	0.232	0.024	0.021
0.253	1.795	0.45	0.433	0.337	0.031	0.021
0.255	1.683	0.55	0.414	0.301	0.046	0.021
0.242	1.654	0.65	0.387	0.422	0.077	0.021
0.214	1.613	0.75	0.338	0.763	0.227	0.019
