0.15	1.316	0.505	0.482	0.156	0.045	0.011
0.21	1.452	0.509	0.418	0.169	0.038	0.014
0.27	1.589	0.499	0.363	0.264	0.039	0.017
0.33	2.126	0.502	0.362	0.281	0.049	0.021
0.39	2.73	0.502	0.36	0.358	0.086	0.024
0.45	2.977	0.484	0.315	0.241	0.09	0.027
