0.213	1.866	0.25	0.417	0.237	0.012	0.02
0.251	1.808	0.35	0.434	0.306	0.012	0.023
0.257	1.734	0.45	0.44	0.32	0.016	0.024
0.253	1.726	0.55	0.427	0.338	0.021	0.024
0.242	1.7	0.65	0.388	0.293	0.033	0.024
0.219	1.56	0.75	0.288	0.18	0.07	0.023
