0.281	1.797	0.532	0.062	0.541	0.059	0.026
0.277	1.764	0.524	0.188	0.36	0.032	0.025
0.267	1.754	0.512	0.312	0.339	0.025	0.025
0.256	1.714	0.506	0.438	0.289	0.024	0.024
0.243	1.71	0.504	0.562	0.325	0.027	0.023
0.219	1.682	0.501	0.688	0.277	0.037	0.022
0.201	1.711	0.507	0.812	0.273	0.057	0.021
0.175	1.564	0.516	0.938	0.05	0.1	0.019
0.157	1.395	0.496	1.062	-0.35	0.321	0.018
