0.209	1.823	0.25	0.413	0.239	0.015	0.016
0.247	1.767	0.35	0.419	0.244	0.018	0.018
0.253	1.673	0.45	0.414	0.236	0.025	0.017
0.249	1.659	0.55	0.393	0.198	0.039	0.016
0.241	1.632	0.65	0.337	0.198	0.06	0.014
0.217	1.497	0.75	0.241	0.03	0.128	0.012
