0.279	1.766	0.513	0.062	0.351	0.119	0.023
0.273	1.758	0.509	0.187	0.344	0.068	0.022
0.266	1.766	0.502	0.312	0.345	0.053	0.022
0.256	1.747	0.498	0.438	0.376	0.049	0.021
0.241	1.755	0.496	0.562	0.322	0.055	0.021
0.22	1.685	0.493	0.687	0.298	0.076	0.019
0.206	1.752	0.494	0.812	0.237	0.123	0.018
0.175	1.559	0.506	0.938	0.128	0.129	0.016
