0.15	1.316	0.494	0.529	0.257	0.056	0.015
0.21	1.455	0.5	0.437	0.305	0.042	0.019
0.27	1.772	0.516	0.396	0.337	0.053	0.023
0.33	2.14	0.494	0.365	0.409	0.064	0.026
0.39	2.753	0.492	0.373	0.339	0.09	0.029
0.45	2.992	0.479	0.317	0.582	0.117	0.032
