0.269	1.673	0.523	0.062	0.252	0.075	0.017
0.265	1.663	0.518	0.188	0.163	0.051	0.017
0.257	1.667	0.504	0.312	0.184	0.042	0.017
0.252	1.658	0.499	0.438	0.248	0.042	0.016
0.242	1.666	0.493	0.562	0.284	0.046	0.016
0.218	1.652	0.492	0.688	0.286	0.066	0.015
0.206	1.729	0.492	0.813	0.128	0.115	0.014
0.175	1.563	0.502	0.938	-0.096	0.174	0.012
0.155	1.365	0.491	1.062	-0.227	0.368	0.011
