# P.L.Anthony et al [E155], Phys.Lett.B553(2003)18-24
#
# DATA FROM TABLE XXX
#
#
#
# NEUTRON
#theta	Elab	<xB>	<Q2>	 W2	A2_p	stat.  syst.	xg2_p	stat.  syst.
#       [GeV]		[GeV2]	[GeV2]
# 0.  	  0.   	 0.021	 0.80  	 38.2  	 0.      0.      0.    	  0.0354  0.0522  0. 
# 0.  	  0.   	 0.026	 0.90  	 34.6  	 0.      0.      0.    	  0.0269  0.0339  0. 
 0.  	  0.   	 0.038	 1.10  	 28.7  	 0.      0.      0.    	 -0.0149  0.0126  0. 
 0.  	  0.   	 0.061	 1.40  	 22.4  	 0.      0.      0.    	 -0.0132  0.0205  0. 
 0.  	  0.   	 0.098	 2.30  	 22.0  	 0.      0.      0.    	  0.0007  0.0160  0. 
 0.  	  0.   	 0.155	 3.70  	 21.0  	 0.      0.      0.    	  0.0264  0.0136  0. 
 0.  	  0.   	 0.245	 5.00  	 16.3  	 0.      0.      0.    	  0.0220  0.0116  0. 
 0.  	  0.   	 0.380	 7.10  	 12.5  	 0.      0.      0.    	 -0.0015  0.0116  0. 
 0.  	  0.   	 0.580	 8.40  	  7.0  	 0.      0.      0.    	  0.0094  0.0111  0. 
 0.  	  0.   	 0.780	 8.20  	  3.2  	 0.      0.      0.    	  0.0071  0.0048  0. 
